LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/min),(micron/min),(micron),(min),(micron),(micron),(micron),
ID40289 → ID40324,60,40289,40324,0.029706901886785264,0.6022075073372347,0.08617845131873927,0.17235690263747855,123.0,147.24568972394997,244.0095553122873,0.0,
ID30741 → ID32631,60,30741,32631,0.05367301886962334,0.027615218248250587,0.11583719056246934,0.23167438112493868,23.0,149.91904047662985,249.55314227563753,0.0,
ID39087 → ID34632,60,39087,34632,0.04085702093211189,0.377455648610756,0.10106559866259128,0.20213119732518256,95.0,148.72836678937978,245.7279667516114,0.0,
ID33361 → ID33327,60,33361,33327,0.006952631047597184,0.19758090656831803,0.041691219242177315,0.08338243848435463,73.0,148.57904363269157,246.59407768036152,0.0,
ID31244 → ID32712,60,31244,32712,0.12422795468782555,0.10907067086386282,0.17622993126014772,0.35245986252029543,33.0,149.7626165729169,248.3818927201719,0.0,
ID41517 → ID41477,60,41517,41477,0.24079514323285958,1.2035083533430602,0.24535440857709262,0.49070881715418524,145.0,148.55609112922104,244.91988321612678,0.0,
ID41477 → ID41496,60,41477,41496,0.01065805968660967,1.5525019808087712,0.05161893956342398,0.10323787912684795,147.0,148.45261258832687,245.08372025893055,0.0,
ID37258 → ID37372,60,37258,37372,2.1870760597304484,0.5961685043001949,0.7394383104307026,1.4788766208614053,119.0,147.03634555365142,244.6256609330572,0.0,
ID31970 → ID31693,60,31970,31693,0.13268879431987887,0.16202004810895085,0.18213236554761408,0.36426473109522817,13.0,150.05536058042378,250.8525938740015,0.0,
ID38025 → ID38078,60,38025,38078,0.0038185384954674798,0.3494893453013845,0.03089716206817173,0.06179432413634346,131.0,149.4372247719096,245.25484799769214,0.0,
